heure_estimee,complexite,priorite,tache,experience_technicien,meteo,saison,duree_reelle
4,1,3,20,1.99,0,0,0.5
2,1,2,2,0.92,2,3,4.35
3,2,2,21,1.49,2,2,6.21
1,1,2,18,1.82,0,2,1.21
4,3,1,14,1.38,1,0,5.75
3,2,4,9,0.85,1,1,1.81
1,3,4,4,1.19,2,2,3.08
4,1,4,23,1.05,3,1,3.94
2,1,3,7,1.63,2,0,2.5
1,3,4,18,1.29,0,3,2.12
2,1,2,22,0.81,2,0,2.68
4,3,1,7,1.8,0,3,5.77
2,2,2,7,1.4,1,2,4.41
4,1,3,6,1.5,0,0,2.77
4,3,4,13,0.6,1,1,4.05
3,2,3,6,0.78,3,2,7.69
3,2,3,4,1.28,1,1,0.65
2,2,3,22,1.13,3,0,4.31
2,1,1,14,0.93,0,1,0.5
2,2,2,4,1.38,0,3,2.6
2,3,3,21,0.71,1,0,3.97
2,2,2,7,1.19,3,1,3.57
2,1,1,16,1.74,3,2,5.63
4,2,3,7,1.27,1,2,6.19
4,3,1,15,1.88,0,0,4.57
1,3,2,20,1.02,1,3,2.74
3,1,2,7,1.35,3,0,5.98
1,3,2,0,1.37,0,2,2.67
4,3,2,3,1.23,0,1,2.61
1,1,2,10,1.84,0,2,0.5
2,1,3,1,1.66,3,0,5.07
3,1,1,22,1.7,2,2,5.9
4,1,4,13,1.19,2,2,5.34
4,2,1,6,1.58,3,0,8.3
4,2,3,12,1.42,0,0,2.77
4,2,3,6,1.78,0,3,3.41
3,3,3,23,1.81,2,1,2.9
2,3,2,11,0.96,3,0,5.07
4,3,3,3,1.49,3,2,8.43
2,1,3,19,0.97,2,1,0.9
3,3,3,21,1.3,2,3,7.54
4,3,1,22,1.03,1,3,6.36
3,1,3,20,1.7,2,0,5.17
1,3,1,23,0.57,0,2,1.54
1,1,4,21,0.9,2,1,1.98
3,3,4,6,1.99,1,1,2.71
2,3,3,3,1.5,1,0,1.9
4,1,3,5,1.16,3,2,7.74
1,3,4,23,1.93,2,2,5.01
1,1,3,17,0.57,2,1,1.74
1,2,4,5,1.58,0,2,0.5
4,3,3,21,1.02,1,2,4.65
1,1,2,13,1.08,1,3,2.83
3,2,1,22,1.16,0,3,2.97
4,3,4,5,0.57,0,2,3.58
4,2,3,23,0.89,2,2,5.93
1,2,2,16,1.04,1,3,2.71
4,2,4,25,0.63,0,0,3.46
2,1,4,15,1.19,0,0,0.64
4,2,4,25,0.54,2,2,7.0
3,3,2,8,1.76,0,1,0.5
2,3,4,7,0.69,1,2,4.35
2,3,4,22,1.41,3,1,5.5
2,2,1,25,1.35,1,2,3.37
1,2,3,20,0.98,1,2,3.08
1,1,3,2,1.26,1,0,0.94
2,1,3,19,0.63,0,2,0.5
3,3,4,16,1.9,0,3,2.37
1,1,4,14,0.58,0,0,0.5
1,3,1,23,1.64,0,1,0.5
1,2,2,17,0.98,2,3,5.59
2,3,4,10,1.03,3,1,5.5
1,1,3,13,0.74,2,1,2.49
3,3,4,8,1.24,2,0,5.92
4,2,3,7,1.77,3,3,9.17
3,3,4,24,0.82,0,0,1.38
3,3,1,25,0.85,0,2,3.53
3,2,4,7,0.78,2,3,7.85
4,1,3,9,0.81,3,0,7.38
4,1,1,23,1.85,3,2,8.1
3,3,2,5,1.01,2,1,4.28
2,3,2,11,1.46,0,1,1.16
4,3,2,17,1.77,3,0,7.81
1,2,3,9,1.26,2,3,5.9
4,2,2,19,1.93,3,1,5.83
2,1,4,22,1.35,2,3,3.61
1,3,1,22,1.37,1,2,1.52
2,2,4,11,0.53,2,0,3.54
1,3,2,0,1.62,2,0,4.07
4,2,4,5,1.85,3,3,8.09
3,3,2,25,0.71,0,2,4.1
2,1,1,6,1.81,0,2,0.81
4,2,1,21,0.96,1,1,3.29
3,3,2,12,1.52,3,1,5.72
4,2,1,16,1.87,2,2,6.08
2,1,3,23,1.46,2,3,5.76
3,2,3,10,0.91,3,2,5.57
3,3,3,3,1.11,2,3,8.6
3,1,2,18,0.8,3,1,4.71
2,2,3,22,1.33,0,0,0.5
3,2,4,22,1.92,2,3,6.3
3,3,3,17,1.72,1,0,3.28
2,2,3,25,0.95,2,1,1.99
4,3,4,2,0.98,2,2,6.37
4,3,1,3,1.31,3,0,8.63
1,1,4,17,1.05,0,0,0.5
4,1,1,18,1.99,2,1,2.84
3,1,4,6,1.36,1,2,3.17
1,3,1,24,1.15,2,0,4.92
1,2,2,25,0.77,2,3,5.08
2,1,4,3,1.36,2,1,1.84
2,3,2,14,1.62,0,3,4.08
4,1,1,0,1.44,3,1,5.32
4,3,4,3,0.64,3,0,7.37
3,3,1,0,1.59,0,0,1.45
3,2,3,10,0.84,0,0,1.31
3,1,1,13,1.2,0,3,3.82
4,1,3,5,1.78,0,0,2.29
3,2,4,12,0.51,2,0,5.71
4,3,4,5,1.1,1,2,6.69
4,2,3,16,1.52,0,1,1.8
2,1,2,15,1.09,3,0,5.56
1,3,2,11,1.96,0,2,1.97
2,2,3,11,1.25,1,1,0.61
3,2,2,17,1.11,1,3,4.95
3,1,1,15,0.65,1,1,1.88
3,1,4,9,1.16,3,3,6.3
2,2,1,7,1.17,3,3,6.06
1,3,3,2,1.11,2,1,2.27
3,1,2,12,0.54,2,2,6.3
3,2,1,15,1.93,2,1,3.08
3,2,4,22,1.95,0,3,3.44
3,1,4,10,0.7,1,2,3.51
1,2,1,5,0.8,3,0,5.34
4,1,4,3,1.55,3,3,8.04
1,2,2,2,0.52,1,1,0.5
1,2,1,0,1.41,2,1,3.21
2,3,3,13,1.34,0,1,0.5
2,3,3,24,1.89,0,1,0.5
1,2,1,18,2.0,0,0,1.18
1,3,4,23,1.36,0,3,2.71
1,2,1,16,0.87,3,1,3.12
4,1,2,4,1.49,1,0,2.23
4,2,4,19,1.39,3,2,8.01
4,1,2,25,1.74,3,2,6.78
4,2,4,17,1.9,0,3,5.29
3,3,3,14,1.99,1,3,6.37
3,2,4,5,0.91,3,3,6.38
4,1,1,18,0.95,2,2,6.52
4,2,4,17,1.13,1,0,3.78
3,1,1,23,1.01,2,3,6.22
3,2,2,5,0.56,0,3,4.67
2,3,1,20,0.64,1,1,1.77
4,2,3,18,1.69,0,0,2.47
2,2,4,14,0.81,0,3,1.73
2,2,2,21,0.79,0,1,0.51
2,1,4,19,0.82,3,3,6.39
1,2,2,7,0.62,0,3,0.94
3,2,2,16,1.64,3,0,5.38
3,2,2,6,1.2,2,0,5.0
4,2,3,14,1.88,2,0,4.78
3,1,3,25,2.0,1,3,2.4
4,3,2,11,1.77,2,3,9.4
4,1,4,16,1.39,2,1,4.82
2,2,3,23,1.92,2,3,4.18
4,3,4,6,1.07,1,2,6.02
1,1,4,7,0.96,1,3,1.29
2,1,2,12,1.91,0,1,0.5
3,1,3,5,1.54,2,0,4.64
4,3,1,25,1.0,0,0,2.92
3,3,1,1,1.36,1,0,2.61
2,3,2,5,1.63,0,0,0.92
2,2,4,10,0.53,0,3,2.65
1,2,1,20,0.52,0,1,0.5
1,3,4,7,1.26,0,0,0.5
2,2,3,17,1.5,2,2,5.08
3,2,1,13,0.71,1,1,1.42
1,3,1,16,0.66,2,0,4.69
4,3,2,22,0.66,1,2,6.83
3,2,2,6,1.21,1,0,2.06
2,2,2,9,1.04,0,1,1.53
1,2,2,13,0.77,3,3,5.16
1,2,3,18,1.36,1,3,1.65
3,3,3,13,1.45,2,0,4.35
1,2,2,15,1.8,2,1,1.75
4,3,2,11,1.84,3,2,7.27
2,3,1,21,1.93,1,0,1.5
2,2,4,22,1.84,1,0,0.5
2,1,3,17,0.56,1,3,3.79
1,3,1,16,0.71,2,3,7.64
3,3,3,3,1.45,3,0,7.07
1,1,1,19,0.93,2,0,3.21
2,3,2,2,1.25,1,3,4.36
4,1,2,23,0.82,1,0,3.65
1,1,3,5,1.15,0,0,0.57
1,3,1,9,0.85,3,0,4.18
2,2,1,15,1.05,0,0,1.04
4,1,4,13,0.85,1,1,1.58
2,3,4,13,0.63,1,2,3.81
1,3,4,3,1.16,2,2,3.63
2,3,3,17,0.57,2,0,5.26
4,1,1,10,1.15,3,3,8.71
3,1,4,2,1.47,3,2,6.43
1,3,4,16,1.13,1,3,3.88
1,2,1,23,0.88,3,2,6.96
1,3,1,11,1.32,1,3,3.38
2,1,2,20,0.88,1,1,0.88
3,1,3,10,1.74,3,2,6.72
3,2,3,12,1.03,0,3,3.9
3,2,2,7,0.63,1,0,2.37
4,3,2,10,1.41,0,3,4.23
3,3,1,11,1.36,1,3,6.14
1,1,3,18,1.78,3,0,1.25
2,3,4,14,1.63,2,1,4.24
2,2,3,1,0.64,3,3,6.85
1,3,2,16,1.92,2,2,4.13
3,3,4,8,0.92,3,1,4.08
1,1,4,18,1.22,3,0,1.97
1,3,4,12,1.21,2,1,3.09
1,3,3,18,1.2,2,0,4.72
2,2,1,2,1.24,2,3,7.05
1,3,4,7,1.38,1,2,3.1
2,1,2,1,1.78,2,1,1.26
4,3,2,4,0.55,3,2,9.53
4,2,1,8,1.07,0,0,2.27
4,1,3,5,1.56,0,0,2.68
3,2,2,22,1.71,0,2,1.87
3,2,2,8,0.96,1,0,4.28
3,1,2,13,1.84,0,0,0.5
4,1,4,11,1.39,3,0,5.23
4,1,3,4,0.86,0,2,2.21
2,3,1,17,0.77,3,2,8.02
3,2,2,4,1.55,1,3,3.87
3,3,1,10,1.59,0,0,2.18
2,3,3,21,0.58,0,2,3.06
2,3,4,0,0.8,2,0,4.58
3,3,2,7,0.92,1,3,6.19
3,1,2,0,1.49,3,2,4.89
4,1,3,1,1.93,3,2,6.88
3,2,3,25,1.78,0,2,3.8
4,3,3,13,1.48,3,0,7.91
2,2,2,1,1.17,1,0,1.44
1,3,1,1,1.73,0,3,2.75
2,3,1,9,1.6,2,1,4.14
4,3,3,16,1.44,3,3,8.12
2,1,1,17,1.04,0,2,0.5
3,3,1,23,1.16,3,0,8.13
1,1,3,6,1.66,2,3,4.64
1,1,3,15,1.9,2,0,2.63
1,3,2,24,1.11,3,3,5.69
4,3,2,17,1.19,2,1,4.55
3,3,2,23,1.64,2,0,5.41
1,2,4,7,0.86,1,0,1.02
2,3,1,19,1.02,2,3,7.4
1,2,4,9,0.97,3,3,7.0
2,3,4,8,0.75,0,2,3.88
2,2,2,18,1.7,2,2,4.0
1,2,4,15,1.01,0,3,1.89
4,3,1,8,1.93,3,0,6.41
2,2,3,7,1.35,0,3,1.42
1,2,2,24,1.71,2,2,2.54
1,3,1,24,0.98,0,1,0.5
1,1,3,2,0.66,3,3,3.92
1,1,4,15,0.51,3,0,4.03
1,3,1,16,1.48,0,1,0.5
2,3,2,16,1.53,2,2,5.75
1,2,4,3,1.26,1,3,3.15
2,3,3,24,0.75,0,1,1.83
4,1,2,12,1.44,0,1,0.97
2,2,4,14,1.78,0,0,0.59
1,1,3,8,1.21,3,0,3.18
3,1,1,15,1.57,2,3,6.28
2,3,3,6,1.84,1,3,2.82
3,2,3,9,0.66,0,1,1.57
1,3,1,22,0.54,3,2,5.85
1,2,3,12,1.68,2,2,2.04
1,1,1,9,0.78,0,1,0.5
3,1,1,23,0.65,1,3,4.92
2,2,1,22,0.6,2,2,5.74
2,2,4,17,1.73,2,1,1.47
4,3,2,2,0.93,1,0,6.42
1,2,3,13,1.46,2,0,2.6
3,2,2,19,1.86,2,2,5.36
2,1,2,18,0.76,3,3,7.82
3,3,2,0,1.5,1,0,3.25
3,2,1,7,1.29,0,2,3.02
3,2,3,17,0.71,0,2,3.69
2,2,4,20,1.24,3,1,2.52
2,2,3,21,1.95,3,3,5.16
2,2,2,21,1.59,3,0,4.98
4,2,3,15,0.54,1,3,6.73
1,3,4,11,0.79,0,1,0.5
1,1,2,15,0.78,2,0,2.71
1,2,3,17,0.73,3,2,4.4
2,1,2,13,1.63,3,2,6.3
2,2,1,18,1.15,2,2,3.95
1,1,2,2,1.55,3,2,4.42
4,3,4,22,1.25,0,3,5.94
2,3,1,13,0.71,3,3,7.32
1,1,4,15,1.71,3,1,1.53
2,1,2,10,1.62,0,2,2.0
1,3,2,14,0.51,3,1,3.57
3,2,2,1,1.54,0,2,4.19
4,1,1,21,0.52,2,2,6.57
1,2,1,10,1.68,1,3,3.22
2,3,3,4,0.93,0,3,4.22
1,2,2,10,0.52,0,1,0.5
3,2,2,5,0.78,1,0,3.85
1,1,2,8,1.36,3,2,5.38
1,1,4,5,0.57,3,3,4.87
3,3,1,23,0.83,2,2,6.45
4,2,1,6,0.59,0,1,3.02
2,1,3,16,1.11,0,3,3.62
1,3,2,19,0.88,0,0,0.51
2,3,2,11,1.96,2,3,5.44
4,1,4,0,0.86,3,3,8.46
1,2,2,17,1.05,2,0,4.52
1,1,3,5,0.57,0,1,0.5
3,1,1,12,0.73,0,0,3.19
1,2,2,14,0.95,0,0,0.5
2,3,4,5,1.74,3,2,4.83
3,3,1,24,1.28,3,0,7.73
2,2,1,19,0.81,3,1,5.78
4,2,4,9,1.52,1,3,4.77
1,2,4,0,0.68,1,1,0.69
4,3,2,18,0.92,3,1,6.99
2,2,3,25,1.19,1,3,3.67
4,1,3,0,1.38,1,1,1.09
1,3,3,23,1.2,0,3,3.64
4,2,1,25,1.88,3,2,6.91
3,1,3,25,1.1,2,0,4.3
4,1,3,3,1.01,3,3,7.61
3,1,4,12,0.97,3,0,5.29
1,1,4,11,1.82,2,3,3.35
3,2,3,0,1.72,0,3,2.49
4,3,1,20,1.59,1,0,5.86
4,1,1,15,1.67,2,2,5.83
4,2,4,6,0.71,3,1,5.4
2,1,2,6,1.56,1,3,3.52
4,2,1,4,0.62,2,0,5.74
1,2,2,25,0.6,3,0,3.96
4,1,2,8,0.84,2,2,6.82
4,3,1,0,1.7,3,2,9.27
2,1,1,17,0.68,1,0,1.5
3,2,3,19,1.24,2,3,7.48
3,1,3,9,1.5,1,1,0.5
1,3,1,2,0.97,0,2,0.98
4,2,4,15,0.59,3,0,6.43
4,2,1,20,1.58,2,3,7.42
4,1,3,10,1.54,1,2,2.88
2,1,3,20,1.08,2,1,3.03
4,3,3,17,1.43,1,0,2.87
4,1,3,18,1.85,1,2,5.06
4,2,1,0,1.3,3,0,6.07
1,2,2,13,1.82,1,1,0.5
4,2,1,21,1.75,0,3,3.87
1,2,2,20,1.32,1,2,0.61
2,1,4,22,1.9,2,3,4.42
1,1,2,1,1.48,2,0,3.06
1,3,4,9,1.57,1,2,1.88
1,2,3,11,1.69,1,1,0.5
3,2,4,6,1.92,3,3,5.86
4,3,3,22,1.37,2,1,6.81
1,1,1,20,0.66,0,2,2.18
2,2,3,11,1.27,1,0,2.38
3,2,2,23,0.59,1,0,3.77
3,3,3,12,1.76,1,0,3.65
2,2,2,20,1.33,1,1,0.5
3,3,4,23,1.05,1,3,4.31
1,2,3,12,0.92,0,1,0.5
4,1,2,3,1.52,0,1,0.76
4,3,4,20,1.96,1,3,5.4
2,3,4,24,0.85,3,0,5.6
2,3,1,24,1.4,2,2,6.97
4,1,1,12,0.83,0,3,6.09
4,2,4,6,1.01,0,3,3.67
4,2,3,15,1.7,0,3,3.18
4,3,2,7,1.51,1,0,4.53
1,3,1,14,0.98,0,2,1.71
4,1,2,17,1.51,2,0,3.91
2,3,2,18,1.77,2,2,4.3
2,1,3,6,1.69,3,1,3.02
1,2,1,10,1.08,3,0,4.3
4,3,3,1,0.82,1,0,4.78
1,3,1,13,0.84,1,1,1.99
3,2,4,24,1.26,2,3,5.71
4,1,4,23,0.8,0,1,0.5
4,1,4,19,1.25,0,2,3.52
3,2,2,18,0.88,1,0,4.09
4,1,1,1,0.9,3,2,8.13
3,1,1,24,1.23,2,0,4.07
1,2,3,11,1.21,1,2,1.84
4,3,4,19,1.16,3,3,9.09
1,2,4,11,0.94,0,2,1.97
3,3,4,0,1.63,1,1,2.94
4,2,1,18,1.81,3,1,5.14
2,3,2,2,0.93,1,3,3.61
3,1,3,17,1.96,1,2,3.1
2,3,1,23,1.92,2,0,5.55
1,3,4,10,0.92,1,2,3.11
3,3,3,22,1.15,2,1,3.08
1,1,4,12,0.7,0,0,0.5
1,3,4,21,0.88,0,1,0.5
2,3,2,16,0.76,3,2,5.67
4,3,1,17,0.88,0,0,4.07
3,3,2,8,1.15,2,2,7.9
1,3,4,8,0.74,0,2,2.03
3,3,1,9,1.27,0,1,1.63
4,1,3,16,0.64,0,3,3.21
1,1,2,9,1.09,0,3,0.5
2,1,4,14,0.86,3,0,3.92
3,3,3,2,1.57,1,0,4.6
4,2,2,10,0.53,0,0,3.89
3,3,2,17,0.62,1,1,2.27
3,3,4,13,0.77,3,0,7.07
2,3,1,12,1.48,3,2,6.92
4,3,2,23,1.77,3,2,8.13
2,3,2,7,1.39,3,0,6.74
3,2,2,12,0.84,3,2,8.51
1,2,2,18,0.63,3,1,2.21
3,1,2,2,1.7,0,3,4.08
3,2,2,19,0.51,3,2,6.69
2,3,4,16,1.55,1,1,2.01
2,1,3,1,1.65,3,2,5.54
1,1,4,24,1.3,2,2,3.89
1,2,1,19,1.69,3,1,4.05
4,1,1,8,1.61,1,0,4.23
1,2,1,1,0.97,3,1,4.11
4,3,1,1,1.99,2,0,6.95
1,3,1,8,1.6,0,0,0.5
4,3,3,2,0.54,1,2,7.26
4,1,2,16,1.41,0,3,5.29
3,1,2,16,1.31,3,2,6.94
1,1,4,24,1.72,1,2,1.03
4,2,2,12,1.29,1,0,2.77
4,3,1,25,0.65,3,0,9.08
3,2,4,3,1.74,0,3,3.92
4,2,1,0,1.99,2,2,5.79
3,2,2,16,1.32,1,0,2.34
2,2,3,24,1.26,2,1,3.52
3,2,4,19,1.97,3,0,5.96
1,2,2,25,1.49,1,3,3.82
1,2,3,13,0.98,0,0,0.5
2,3,1,2,1.48,2,3,7.17
2,3,3,14,1.59,0,0,1.35
1,2,1,25,1.73,3,0,3.16
2,3,3,18,1.44,0,0,2.33
4,1,3,13,1.92,3,3,7.8
2,1,2,19,0.5,1,3,4.02
2,2,4,21,1.41,1,2,0.98
2,2,1,19,1.12,3,2,6.63
3,1,1,19,0.72,1,3,4.7
3,3,3,17,1.7,2,2,7.41
1,2,2,4,1.0,1,0,0.5
3,2,2,22,1.77,2,1,2.27
4,2,1,18,1.44,1,3,5.81
4,3,3,7,0.63,0,1,3.5
1,1,2,22,0.97,0,0,0.5
2,2,4,8,1.16,1,0,0.5
1,2,2,15,0.75,1,0,2.23
2,3,3,21,0.87,2,0,5.65
4,1,4,6,1.44,3,3,6.68
1,1,3,16,1.64,1,0,0.5
3,1,2,14,1.47,3,2,6.93
3,2,3,18,1.26,1,1,2.87
3,3,1,17,1.38,0,1,1.35
4,2,2,19,0.56,0,1,3.31
2,2,3,13,1.02,0,1,0.83
4,2,3,7,0.63,3,0,6.59
4,3,2,15,0.59,0,2,6.57
4,3,2,10,0.62,3,1,6.1
2,2,2,25,1.1,0,3,2.05
4,1,4,18,1.52,1,1,2.08
1,1,2,21,0.64,2,0,4.06
3,3,4,4,1.83,1,3,3.44
1,1,4,4,1.8,3,1,0.5
3,1,2,0,0.66,3,0,4.51
3,2,3,5,1.67,0,1,0.5
1,1,1,19,0.81,3,3,6.13
3,2,4,19,0.56,2,1,2.75
4,2,4,19,2.0,0,2,2.1
3,1,4,8,1.03,2,2,5.23
3,2,1,5,1.0,3,1,5.48
1,2,3,8,1.32,3,2,3.66
2,1,1,1,1.77,3,2,5.64
3,1,3,6,1.67,3,2,7.02
3,2,4,13,1.96,3,3,5.68
4,2,3,10,1.75,0,2,4.87
1,2,4,4,0.81,0,0,0.5
4,3,3,8,1.99,0,1,0.67
1,1,3,9,0.59,0,3,2.33
3,2,4,2,1.7,1,3,5.03
4,1,1,12,0.52,1,2,5.52
3,1,4,8,1.43,2,2,4.66
4,1,1,15,0.66,2,2,5.59
1,2,3,7,1.51,2,2,4.96
3,3,3,5,0.68,0,3,5.9
1,1,3,18,1.17,1,2,1.0
3,1,2,2,0.74,2,0,5.36
4,3,3,6,1.07,3,1,5.28
2,2,4,14,0.91,3,2,6.51
1,3,3,15,1.22,3,2,4.86
4,1,1,9,1.22,2,3,6.57
2,3,2,19,1.97,1,1,1.71
2,1,4,1,1.58,1,2,1.29
1,1,1,13,0.81,0,2,1.44
2,2,1,18,0.64,0,2,2.22
3,2,1,7,1.78,1,0,2.26
1,2,2,11,1.87,3,0,4.66
1,1,2,21,1.29,0,0,0.5
1,3,4,17,1.87,1,0,0.5
1,2,1,21,1.43,0,1,0.5
2,2,1,5,1.92,0,3,2.24
1,2,4,23,0.87,1,1,0.5
2,3,3,1,0.69,3,1,6.04
3,1,3,5,0.79,1,3,5.11
3,2,1,17,0.84,1,2,4.53
2,2,1,9,1.39,0,2,2.28
4,2,1,25,1.91,0,1,1.99
2,1,4,20,0.97,0,2,0.83
4,1,2,9,1.78,2,2,6.57
2,1,1,15,1.12,2,3,5.78
1,2,3,5,1.76,3,2,4.46
3,2,3,1,1.8,2,1,4.39
2,2,3,7,1.79,3,0,4.38
3,3,1,15,1.0,2,3,9.49
3,3,2,25,0.95,0,1,1.68
2,3,1,6,1.89,2,1,3.74
2,2,2,2,1.67,3,3,7.06
2,1,4,1,0.53,2,2,4.8
4,3,1,11,1.74,3,3,10.81
4,2,1,0,1.75,1,2,5.42
3,1,1,3,0.9,1,2,2.8
2,3,1,24,1.55,1,3,4.69
2,1,3,25,1.87,3,2,5.47
2,2,1,19,1.58,2,2,5.23
3,2,1,18,0.92,2,1,3.31
2,2,4,1,0.63,3,2,6.79
4,3,3,2,0.75,0,1,2.79
2,1,2,5,1.77,3,2,4.08
1,1,4,12,0.72,2,2,1.88
3,3,2,22,1.88,3,2,8.04
1,3,1,3,1.83,0,0,0.71
2,3,1,10,1.82,0,3,4.31
3,1,4,2,1.09,3,0,4.71
3,3,4,9,0.92,2,0,5.18
1,2,3,11,1.42,3,1,2.77
2,2,3,6,1.91,2,3,5.24
2,2,2,3,1.5,3,2,4.88
4,3,3,19,1.87,1,1,3.41
4,2,1,23,1.74,2,1,5.92
2,1,2,11,1.4,1,1,1.46
1,3,3,21,1.13,2,3,6.87
2,3,2,17,1.74,3,0,4.21
3,2,4,8,1.71,2,0,4.62
3,1,4,16,1.57,1,1,0.61
1,3,4,18,0.7,3,3,6.89
1,2,4,6,1.73,0,0,0.5
1,1,4,0,0.98,0,0,0.5
4,1,1,10,1.89,3,1,5.39
2,1,1,4,1.71,2,1,3.43
1,2,1,3,0.75,0,2,1.09
2,3,3,3,0.79,2,0,3.85
4,3,1,13,1.88,0,2,5.14
3,1,4,4,0.69,0,1,0.5
1,3,3,16,0.55,3,0,4.98
4,2,3,12,0.8,1,0,3.0
2,3,1,9,1.65,1,0,2.47
2,2,3,15,0.68,3,3,7.49
2,3,2,0,1.25,2,3,7.28
2,1,2,24,1.43,0,0,0.5
1,3,4,21,1.76,0,1,0.5
3,3,2,10,1.38,1,3,6.5
1,2,1,11,1.91,0,3,0.57
1,1,2,2,0.83,0,2,0.5
4,1,2,2,1.36,0,0,2.76
3,1,4,14,0.97,0,2,2.77
3,3,2,2,0.79,2,1,4.93
4,3,1,5,0.64,2,1,5.22
1,1,2,16,1.75,3,0,2.4
1,1,1,18,0.83,2,0,3.09
2,1,3,8,1.99,3,0,2.3
3,1,1,6,0.83,3,2,7.2
4,3,4,13,1.69,2,1,5.14
4,2,4,25,0.59,1,0,4.15
1,2,3,17,0.57,0,2,1.84
3,1,3,0,1.14,0,2,1.22
3,2,2,10,1.17,3,1,4.48
3,1,4,5,1.77,0,2,0.5
1,3,1,16,0.51,1,3,4.83
2,3,2,15,1.9,3,1,3.36
2,3,1,3,1.32,2,0,4.79
1,1,1,21,1.83,2,0,1.23
2,1,3,15,1.78,0,3,2.3
3,1,4,9,1.29,0,0,0.5
1,1,3,5,1.05,1,1,0.5
4,2,3,1,1.45,2,3,8.73
2,2,1,12,1.93,0,2,0.93
1,3,4,10,0.96,0,0,0.79
3,3,2,9,1.32,2,0,6.31
1,1,3,16,1.0,1,0,1.65
4,3,2,24,1.43,1,2,4.42
1,3,1,12,1.04,0,2,1.41
2,1,1,11,0.53,3,0,4.3
4,3,1,6,0.75,2,3,9.82
1,3,1,14,0.74,1,0,1.24
2,1,2,9,1.13,1,3,3.0
1,2,4,19,1.1,3,2,4.27
1,2,4,18,1.65,1,1,0.5
4,1,3,23,0.68,2,1,4.67
4,3,4,15,0.97,0,1,2.08
2,1,1,7,1.21,3,3,7.91
2,2,2,4,1.39,1,2,2.17
1,1,4,5,1.91,0,1,0.5
1,2,4,25,1.87,2,1,1.59
1,3,2,21,0.74,0,0,2.04
4,3,1,8,1.46,0,0,4.1
1,3,3,3,1.76,1,1,0.5
4,3,4,23,1.49,1,3,7.32
2,2,2,24,1.7,3,2,5.46
1,1,4,8,0.74,0,2,1.22
3,1,3,17,1.42,0,3,3.84
3,3,1,14,0.9,0,2,5.4
1,1,1,24,1.9,1,3,1.22
1,1,4,11,1.08,1,0,0.5
2,3,1,2,1.94,1,1,3.01
1,3,3,9,0.96,1,2,1.84
3,3,2,3,1.33,0,3,4.07
2,3,4,18,1.34,0,2,1.97
1,2,2,3,1.66,1,1,0.72
2,2,4,5,1.08,3,2,6.92
1,3,3,20,1.41,1,0,2.71
2,2,1,8,1.26,2,2,6.34
3,1,2,9,1.59,2,0,4.7
2,2,1,18,1.18,1,1,1.71
2,3,3,15,0.64,1,3,5.72
1,1,2,24,1.77,2,0,3.1
4,3,1,20,1.18,1,3,7.29
2,1,4,12,1.42,2,3,3.66
2,3,4,4,1.54,3,3,8.41
1,3,3,9,0.64,2,0,4.51
1,1,3,4,1.07,0,3,0.5
2,2,3,21,0.54,3,0,4.64
4,3,2,0,1.9,1,0,3.1
4,2,1,20,0.7,2,3,8.36
1,1,3,18,1.86,3,0,2.77
1,3,1,0,0.54,3,2,5.53
3,2,1,10,1.41,2,3,6.11
2,2,4,21,1.42,1,1,0.5
4,1,1,17,1.66,2,1,4.5
1,1,2,16,0.91,1,3,1.47
3,1,2,25,0.64,3,0,5.95
2,2,3,19,0.82,1,3,2.75
1,2,1,17,1.46,1,1,0.5
3,1,1,16,1.03,1,0,1.34
1,2,1,10,0.95,3,1,2.76
2,1,2,8,0.73,0,1,0.5
4,1,2,19,1.09,3,2,8.87
3,1,2,20,1.39,3,0,4.1
1,2,2,10,0.61,0,1,0.5
4,1,1,20,1.41,2,3,8.2
4,2,2,7,1.92,1,2,3.78
4,3,1,2,1.6,2,2,8.85
4,1,3,12,1.49,2,0,6.08
1,1,2,17,0.78,2,2,3.77
1,2,4,5,1.89,3,3,4.83
1,3,2,6,1.85,1,3,3.3
4,2,2,14,0.57,3,1,5.51
1,3,4,21,1.7,1,3,3.77
2,2,3,9,1.19,1,1,0.5
1,2,1,6,1.88,2,1,2.0
4,3,2,22,1.85,1,1,3.74
4,1,3,11,1.89,2,2,4.25
4,1,1,8,1.1,0,1,2.48
1,3,1,15,0.87,1,2,3.3
2,2,2,14,1.76,3,1,3.12
2,1,2,12,0.75,1,1,0.5
4,1,1,7,1.09,3,2,6.96
2,1,2,24,1.63,3,3,4.86
3,2,4,21,1.78,1,2,2.47
1,3,1,17,1.73,3,0,3.91
2,1,4,21,1.46,2,0,1.7
2,3,3,22,0.75,1,0,3.35
2,2,4,7,0.97,3,3,7.55
1,2,1,5,1.58,1,3,3.17
2,3,4,5,0.77,2,2,5.94
2,3,2,24,1.15,3,1,5.97
4,1,4,5,1.5,1,2,2.42
1,2,4,1,1.48,3,2,4.08
4,1,2,13,1.72,1,2,4.64
3,3,4,19,0.69,1,2,3.3
2,1,1,25,1.86,3,3,5.94
3,2,3,24,1.06,0,3,5.29
1,1,4,24,1.05,2,0,1.09
3,1,4,13,1.74,0,1,0.5
2,1,2,25,0.69,1,3,3.89
3,2,4,20,0.7,1,0,2.66
4,3,2,0,0.72,1,0,3.69
